阿斗当皇帝	软弱无能
饥了吃花生	生吞活剥
机关枪打飞机	水平提高了；派错了用场；抬高自己，打击别人
机关枪打炮弹	不对口径
机关枪打兔子	小题大做
机关枪对炮筒	直性子对直性子（比喻性情直爽的人相遇，非常对劲：）
机关枪瞄大炮	直性子对直性子
机关枪上刺刀	连打带刺
机关枪伸腿	两岔
机器人打拳	全是硬功夫
机器人打铁	硬对硬
机器人讲情话	有口无心
机器人看戏	无动于衷
鸡抱鸭蛋	一场空；白操心
鸡长牙齿蛋生毛	天下奇闻；无奇不有
鸡肠上刮油	有也不多
鸡肠子上刮膏	没多大油水
鸡巢里的凤凰	至高无上
鸡吃放光虫（萤火虫）	肚里明
鸡吃胡豆	够戗（够受的）
鸡吃黄鼠狼	怪事一桩；怪事
鸡穿大褂狗戴帽	衣冠禽兽
鸡戴帽子	官（冠）上加官（冠）
鸡蛋长爪子	能滚能爬
鸡蛋炒韭黄	色货
鸡蛋炒鸭蛋	各自打散；混蛋
鸡蛋掉油缸	圆滑
鸡蛋放在碓窝（dui wo石臼）里舂	捣蛋
鸡蛋和西瓜	经不起摔打
鸡蛋换鸭蛋	捣（倒）蛋
鸡蛋换盐	两不见钱
鸡蛋壳上找缝	白费功夫；枉费功；白费劲
鸡蛋壳做线板	难缠
鸡蛋筐里放秤砣	砸啦
鸡蛋里面找骨头	百般挑剔
鸡蛋里淌水	坏蛋
鸡蛋里挑骨头	无中生有；故意找茬（碴）儿
鸡蛋碰石磙	不是对手
鸡蛋碰石头	自不量力；不堪一击；粉身碎骨；自取灭亡
鸡蛋上刮毛	痴心妄想
鸡蛋生蛆	肚里坏；坏蛋
鸡蛋喂老虎	囫囵（hu lun完整；整个儿）吞
鸡蛋下山	滚蛋
鸡蛋走路	滚蛋
鸡斗黄鼠狼	自己找死；寻死；送死
鸡孵鸭子	白忙活
鸡给黄鼠狼拜年	自投罗网
鸡公屙（e 排泄）屎	又臭又硬；臭硬；头节硬
鸡公头上的肉	大小是个官（冠）
鸡狗做邻居	老死不相往来
鸡骨头熬汤	没多大油水
鸡叫走路	越走越明
鸡笼里过日子	一身的窟窿（比喻欠债多，到处是债主。）
鸡笼里睡觉	睁眼净窟窿
鸡毛插在桅杆上	胆（掸）子不小；好大的胆（掸）子
鸡毛炒韭菜	乱糟糟
鸡毛打鼓	不声不响；无声无息
鸡毛掸沾水	时髦（湿毛）
鸡毛掸子	尽招灰
鸡毛点灯	十有九空
鸡毛掉井里	不声不响
鸡毛搁秤盘	没分量
鸡毛过大秤	没有份量
鸡毛落水	毫无反响
鸡毛敲钟	不想（响）；没回音
鸡毛上天	轻飘
鸡毛性子	一点就着
鸡毛与蒜皮	微不足道；没多少斤两；微乎其微
鸡毛遭风吹	身不由己；不由自主
鸡梦见小米	尽想好事；；想得倒美
鸡拿耗子猫打鸣	乱套了
鸡脑壳安在鸭颈上	不对头
鸡碰蜈蚣	死对头
鸡屁股里掏蛋	急性子
鸡屁股拴绳	扯淡（蛋）
鸡婆抱鸭子	舍己为人
鸡婆跳进火坑	不死也要脱层毛
鸡群里闯进一只鹅	就你脖子长
鸡群里的仙鹤	高人一头；身高气傲
鸡食盆里的鸭子	多嘴多舌
鸡屎蛋子塑神像	胎里坏；坏了胎
鸡屎蚊子打哈欠	好大的气魄
鸡屎蚊子戴眼镜	架子不小；好大的架子
鸡随鸡，狗随狗	臭味相投
鸡头伸进猪食槽	插不上嘴；难插嘴
鸡腿煮豆腐	一勺烩
鸡尾巴上拴扫帚	好伟（尾）大
鸡窝里的凤凰	至高无上
鸡窝里飞出金风凰	异想天开
鸡窝门口贴对联	小题大做
鸡窝斟（tiao调换）鸭窝	差不离
鸡衔骨头	替狗累
鸡遇黄鼠狼	胆战心惊；命难逃
鸡爪上钉掌子	不对题（蹄）
鸡爪子炒菜	七拱八翘
鸡捉耗子	乱了套
鸡啄闭口蚶	白张嘴；白费功夫
鸡子儿（鸡蛋）碰碌碡（liu zhou石磙）	完蛋
鸡子儿长爪子	滚的滚，爬的爬；连滚带爬
鸡子儿下坡	滚蛋
积木搭高楼	一推就倒；一碰就倒
积木搭墙	一推就倒
积木砌房子	一碰就倒
畸形人做衣服	另搞一套
急惊风碰着个慢郎中	干着急
急救车碰上了救火车	急上加急
急救车撞了救火车	急上加急（比喻特别紧急）
急刹车摔倒	身不由己
急水滩里的鹅卵石	磨掉了棱角
急水滩头的大鲤鱼	经过风浪
急水滩头的大鱼	经过风浪
急水滩头放鸭子	一去不复还；一去不回头（比喻没有回音）
急性子动手	说干就干
急性子碰到慢性子	你急他不急
急性子作客	说来就来
急需的图章	刻不容缓
集市上买东西	挑挑拣拣
蒺藜（ji li一年生草本植物。果皮有尖刺）拌草	不是好料
蒺藜上弹棉花	越整越乱
蒺藜窝里睡觉	浑身不自在
几百年的老陈账	难算；算不清
挤虮子（ji zi虱子的卵）的血都要舔	吝啬鬼
脊背长疮，胸口贴膏药	不顾后患
脊背上背鼓	找着挨锤；找锤
脊梁长疮，胸口贴膏药	不顾后患
脊梁骨长茄子	多心；生了外心
脊梁骨上长茄子	生了外心
麂子（ji zi麂。一种小型的鹿）给老虎拜年	没有好下场
妓院里的处理品	下贱货
既保娘娘，又保太子	两全其美
既会杀猪，又会做饭	多面手
济公吃狗肉	不管清规戒律
济公当和尚	不吃素
济公的扇子	神通广大
济公的装束	衣冠不整
济公过日子	只讲吃不讲穿
济公治病	主动上门
济公走路	疯疯癫癫
寄生虫享福	室（qing享受）吃窒喝
夹道里摆酒席	口上热闹
夹道里截驴	没有回头的余地
夹道里推车子	直出直人；进退两难；直来直去
夹火钳子	一头热
夹子上的老鼠	没跑；跑不了
家里丢了磨	没法推
家雀熬汤	没肉也香
家雀变凤凰	越变越俏；尽想好事；想得倒美
家雀儿吵嘴鸡打架	无人管
家雀进笼子	有翅难飞
家雀学老鹰	想得高
家神揍灶神	自家人打自家人
甲鱼吃木炭	黑心王八
甲鱼翻跟头	四脚朝天
贾宝玉爱林妹妹	好梦难圆
贾宝玉出家	看破红尘
贾宝玉的通灵玉	命根子
贾宝玉结婚	不是心上人
贾宝玉看《西厢记》	戏中有戏
贾宝玉看林妹妹	见如故
贾府的大观园	外强中干
贾府门前的狮子	死心眼（石心眼儿）
贾家姑娘嫁贾家	假（贾）门假事（贾氏）
驾驶员罢工	想不开
驾辕的马驹尥蹶子（liao jue zi）	乱了套
架车登山	不进则退
架起砧板就切菜	说干就干
架上的葫芦	挂起来；挂着
架着的锅，点着的火	样样现成
假李逵碰真李逵	冤家路窄
假期做梦	休想
嫁不出去的闺女	成了老大难
嫁出去的女儿泼出去的水	收不回来
嫁接的果树	节外生枝；横生枝节
奸狼下了个贼狐狸	不是好种；孬（咖坏；不好）种
尖扁担挑水	心挂两头
尖底箩筐	不稳当；不稳
尖尖筷子夹凉粉	滑头对滑头
肩膀上搭炉灶	恼《脑）火
肩膀上生疮	担当不起；挑不起重担；难挑担
肩头上放花炮	祸（火）在眼前
监狱门上的匾	悔之莫及；后悔已晚
缄门头上挂猪肝	少心没肺
煎过三遍的药	无用之物；废物
煎过三遍的药渣	早该倒了
捡风筝丢云雀	得不偿失
捡个孩子唱大戏	看你庆哪家的功
捡根鸡毛当令箭	谁听你的
捡来的媳妇	不美满
捡了芝麻甩了西瓜	因小失大
剪开个蚕茧贴在眼上	满眼都是丝（私）（比喻极端自私自立。）
剪了翅膀的八哥	看你还能飞上天
见到熟人握握手	你好我也好
见高就拜，见低就踩	势利眼
见狗扔骨头	投其所好
见惯了骆驼	看不出牛大来（比喻眼光太高）
见了苍蝇都想扯条腿	贪得无厌；贪心不足
见了苍蝇撕条腿	贪得无厌
见了大官叫舅	高攀
见了官老爷叫舅	高攀
见了和尚叫舅子	乱认亲
见了皇帝喊万岁	老规矩
见了火的蜡烛	软了；软不拉耷
见了舅爷叫姨父	看错了人；认错了人
见了骆驼说马肿背	少见多怪
见了麦苗叫韭菜	五谷不分
见了猫就怕	胆小如．鼠
见了强盗喊爸爸	认贼作父
见了寿衣也想要	贪心鬼
见了兔子才放鹰	有利才出征（比喻对自己没利的事不干。）
见了外公叫爹爹	不识相
见了王母娘娘喊岳母	想娶个天仙女（比喻想娶个美丽非凡的妻子。）
见了王母娘娘叫大姑	妄想；想沾点仙气；攀高亲（比喻巴结比自己地位高的人。）
见了蚊子就拔剑	大惊小怪
见了县官喊姑爷	乱巴结
见了丈母叫大嫂	乱了班辈；昏头昏脑；昏了头
见人扯媚眼	卖弄风流
见人先作揖	礼多人不怪
见啥菩萨烧啥香	看人行事
见钟不打铸钟敲	舍近求远
见着骆驼不说蚂蚁	光拣大的说
建昌鸭子	好硬的嘴；嘴硬
毽子毛	尽在钱上站着
毽子上的鸡毛	钻进钱眼里了
箭头离了弦	勇往直前
箭在弦上	一触即发
箭猪钻刺篱笆	刺对刺
江边插杨柳	落地生根
江边开染房	大摆布
江边卖水	多此一举；没事找事
江边上洗萝卜	一个个来（比喻按次序地进行。）
江河发大水	后浪推前浪；一浪高一浪
江河里长大水	泥沙俱下
江湖佬的膏药	不知真假
江湖佬卖假药	招摇撞骗
江湖佬卖完狗皮育	该收场了
江湖佬耍戏法	说变就变；转眼就变；变化无常
江湖卖艺的	摊子不大，喊声连天
江湖骗子卖药	有假无真；冒牌货
江湖骗子耍贫嘴	夸夸其谈
江里的浪花	不是吹的（比喻不是说大话所能办到的。）
江里的木偶	随大流
江南的蛤蟆	难缠（南蟾）
江心断了帆桅	转了向
姜太公的眼镜没镜片	老框框
姜太公钓王八	愿者伸脖子
姜太公钓鱼	愿者上钩
姜太公说相声	神聊
姜太公算卦	好准啊
姜太公坐主席台	资格老
姜子牙的坐骑	四不像
姜子牙开算命馆	买卖兴隆
姜子牙娶媳妇	老来喜
将军不下马	各奔前程
将军返乡	解甲归田
将门出虎子	一代更比一代强；一辈强似一辈
僵蚕放在蚕蔟上	一丝不挂
僵蚕做硬茧	不成功（宫）
讲话没人听，下令没人行	光杆司令
讲课还是老一套	屡教不改
讲台上的花盆	装饰品
讲台上放花盆	摆设；装饰品
讲武堂里学打仗	纸上谈兵
奖状绑在笤帚上	名誉扫地
蒋干盗书	上了大当
耩（jiang）地看耧眼	走着瞧
降不住猪肉降豆腐	欺软怕硬
酱菜店里的抹桌布	尝尽辛酸
酱菜缸里的瓜子	闲人（仁）
酱菜缸里泡石头	一言（盐）难尽（进）
酱坊里开除的伙计	闲（咸）人
酱缸腌时子	亲（咸）肉一块
酱坛里装个鳖	亲员（咸圆）
酱油店里打架	争风吃醋
糨糊锅里煮扳不倒（不倒翁）	混（浑）小子
糨糊洗脸	头脑不清
浇地扒垄（long）沟	捅漏子
胶皮轱辘（gu lu车轮）放炮	气炸了；气崩了
胶皮笊篱（zhao li捞取东西的用具。用金属丝、竹蔑或柳条等编成。有长柄）	滴水不漏
蛟龙困在沙滩上	翻不了身；难翻身；威风扫地；抖不起威风
跤龙困在沙滩上	威风扫地
跤龙头上搔痒	溜须不要命
狡兔撞鹰	以攻为守
饺子开口	露馅了
饺子烂了边	露馅
饺子皮太薄	难免要露馅
饺子破皮	漏了馅（比喻事情暴露了。）
饺子铺的酱油	白搭
饺子脱皮	露了馅
脚板上长鸡眼	寸步难行
脚板上扎刺	存心不让走
脚脖子上把脉	瞎摸
脚脖子上挂铜铃	走一路，响一路
脚踩棒槌，头顶西瓜	两头耍滑
脚踩棒槌	立场不稳
脚踩两只船	三心二意。
脚踩棉花堆	不踏实；腾云驾雾
脚踩牛屎	一塌糊涂
脚踩西瓜皮，手里抓把泥	一溜二抹；滑的滑，溜的溜
脚长鸡眼臀生疮	坐立不安
脚戴帽子头顶靴	上下不分
脚登黄山，眼望峨眉	这山望着那山高
脚蹬鼻子	上脸
脚底板儿抹油	溜得快；溜啦
脚底板上绑大锣	走到哪，响到哪
脚底长疮	寸步难行
脚底下踩棒槌	立场不稳；站不稳
脚夫的腿，说书的嘴	练出来的
脚后跟拴秤砣	进退两难
脚后跟拴藤条	拉倒
脚面上长眼睛	自看自高
脚盆里撑船	内行（航）
脚上穿袜，头上戴帽	老一套
脚上戴帽子	乱了套
脚上的泡	自己走的
脚踏车挂飞轮	快上加快；飞快
脚踏车撵（nian追赶）汽车	望尘莫及
脚踏擀面杖	立场不稳；左右摇摆；摇摆不定；不稳当
脚踏两只船	左右摇摆；摇摆不定；三心二意；进退两难
脚踏楼梯板	步步高升；步步登高
脚像钉耙，手像蒲扇	大手大脚
脚丫子抓痒痒	你算哪把手
脚趾缝里长茅草	慌（荒）了手脚
叫跛子撵（nian追赶）狼	强人所难
叫花子（乞丐）挨骂	淘（讨）气
叫花子摆阔气	穷大方
叫花子搬家	一无所有
叫花子抱着醋坛子	穷酸
叫花子拨算盘	穷有穷打算
叫花子吃豆腐	一穷二白
叫花子吃狗肉	块块好
叫花子吃葡萄	穷酸
叫花子打狗	一手功夫；边打边走
叫花子打哈哈	其乐无穷
叫花子打架动刀子	穷凶极恶；穷横
叫花子打了碗	倾家荡产
叫花子戴眼镜	穷讲究；穷打扮
叫花子当老板	阔啦；阔气了
叫花子的打狗棒	穷棒子；穷棍
叫花子登榜	人不可貌相
叫花子跌在石灰堆里	一穷二白
叫花子赶集	场场不缺
叫花子赶街	分文没有
叫花子嫁长工	穷对穷；一对穷
叫花子进贡	穷尽忠
叫花子看滑稽（独角戏）	穷开心
叫花子看外婆	两手空
叫花子啃猪蹄	津津有味
叫花子拉二胡	穷扯；穷快活；穷作乐
叫花子练跌打	穷折腾
叫花子亮相	穷相毕露
叫花子碰上大雪天	饥寒交迫
叫花子起五更	穷忙
叫花子请客	穷张罗；穷大方
叫花子晒太阳	享天福
叫花子上坟	哭穷
叫花子睡觉	穷困
叫花子睡凉亭	穷风流
叫花子讨饭	只图多
叫花子讨灰面（面粉）	一穷二白
叫花子跳井	穷途末路；无路可走
叫花子胸前挂钥匙	穷开心
叫花子要黄连	自讨苦吃
叫花子遇神仙	比不上
叫花子照镜子	一副穷相；穷相
叫花子捉虱子	十拿九稳
叫花子走人户（走亲戚）	两手空
叫花子坐金銮殿	一步登天
叫花子做驸马	受宠若惊
叫花子做皇上	喜从天降
叫林黛玉抡板斧	强人所难
叫驴变成土蚂蚱	一辈不如一辈；一代不如一代
叫你上坡，你偏下河	成心闹别扭；专找别扭；故意捣乱
叫牛坐板凳	办不到；没法办，
叫铁公鸡下蛋	异想天开
叫铁匠做嫁妆	用人不当
叫兔子去拉磨	没有那一套
叫哑巴唱歌	强人所难
叫羊看菜园	越看越光
轿子进了门，不见新媳妇	人财两空
轿子里打拳	不识抬举
教观音菩萨识字	枉费心机
教猴子爬树	多此一举
教菩萨认字	枉费心机
教堂关门	不讲道理
接彩球的乞丐	高兴得发傻
街道司衙门	唬得过谁
街上的传单	白给
街头的狗	谁有吃就跟谁走
街头上耍把戏	说得多
街头耍把势	光说不练
节日的礼花	万紫千红
节日放烟火	天花乱坠
结巴郎吵架	张口结舌
结清了的账单	一笔勾销
截了大褂补裤子	取长补短
姐儿俩害相思	同病相怜
姐儿俩相（xiang）女婿	各有所爱；各人所爱
姐俩出嫁	各得其所
姐俩回娘家	殊途同归
姐俩找婆家	各走各的路；各行各的道
芥末（调味品。味辣）拌凉菜	各有所爱
借米还糠	气鼓气胀；气鼓鼓
借票子做衣服	浑身是债
借钱还债	堵不完的窟窿
借钱买筛子	窟窿套窟窿
借他的缰绳拴他的驴	将计就计
借汤下面	沾光；顺便
借债买藉吃	窟窿套窟窿
今年竹子来年笋	无穷无尽
今日三，明日四	反复无常
金棒槌敲门	富啦
金蝉脱壳	溜啦；干净利索
金弹打飞鸟	因小失大
金弹子打鸟	得不偿失
金刚倒地	一摊泥
金刚化佛	更神气
金刚石上镶宝石	好上加好
金刚石钻钻瓷器	一个比一个硬；硬过硬
金刚石做钻头	无坚不摧
金刚拖地板	有劳大驾
金刚掌钥匙	大管家
金刚钻儿包饺子	钻心痛
金刚钻划豆腐	深刻
金刚钻锔大锅	没有钻不透的
金刚钻钻瓷器	一个硬似一个
金刚钻钻缸瓷	大的没有小的能；小能降大
金瓜对银瓜	两个顶弧呱
金瓜换银瓜	越换越差
金龟子掉到酱缸里	糊涂虫
金鸡配凤凰	天生的一对
金壳郎（金龟子）赶牛	自不量力；不自量
金銮殿上的狗尿苔	色不济，长在好地方
金銮殿上告王子	自讨苦吃
金漆的马桶	外面光，里面臭；外面好看里面臭
金漆马桶	外面光，里面臭
金碗盛稀饭	装贱
金鱼缸里放泥鳅	看你怎么耍滑头
金鱼缸里钻泥鳅	看你怎么耍滑
金鱼喂猫	不上算；不合算
金簪（zan）人海	永无出头之日；难出头
金簪落海	无出头之日
金针菜开花	到顶了
金针菜喂骆驼	不够本钱；不够本
金针对钻头	一个比一个尖；尖对尖
金铸的孩童	好人才
金铸的鞋模	好样子
金子当做黄铜卖	屈才（财）
紧着裤子数日月	日子难过
锦鸡进铁笼	身不由已；不由自主
锦鸡扑火	自取灭亡
妗子（jin zi舅母）改嫁	没救（舅）
近视眼穿针	大眼瞪小眼
近视眼打靶	目的不明
近视眼戴眼镜	各投各眼；各对各眼
近视眼过独木桥	小心在意；只顾眼前；迈不开步子
近视眼配眼镜	解决眼前问题
近视眼瞧卒	不象个事（士）
进冰场穿冰鞋	马上就溜
进港的轮船	不怕风浪
进了地府才后悔	来不及了；迟了
进了棺材吃人参	无补
进了套的黄鼠狼	没跑；跑不了
进网的黄花鱼	离死不远
进网的兔子上钩舶鱼	十拿九稳
进屋跳窗户	门路不对
进学堂不带书	忘本
浸了水的爆竹	一声不响
浸了水的大鼓	打不响
浸了水的鼓皮	不想（响）了
浸湿的木头	点不起火
浸水的麻花	不干脆
浸水的木鱼	敲不响
浸水的炮仗（爆竹）	不声不响；无声无息
京戏演唱《白毛女》	别开生面
京戏走台步	慢慢挪；慢慢蹭
泾渭合流	清浊分明
